OFPST_FLOW reply (OF1.3) (xid=0x2):
 cookie=0x8000001, duration=439813.298s, table=0, n_packets=501800, n_bytes=33118408, priority=5,in_port=2 actions=write_metadata:0x40000000001/0xfffff0000000001,goto_table:36
 cookie=0x8000001, duration=439813.297s, table=0, n_packets=502257, n_bytes=33172861, priority=5,in_port=1 actions=write_metadata:0x50000000001/0xfffff0000000001,goto_table:36
 cookie=0x8000000, duration=348266.325s, table=0, n_packets=258, n_bytes=30058, priority=4,in_port=3,vlan_tci=0x0000/0x1fff actions=write_metadata:0x100000000000/0xffffff0000000001,goto_table:17
 cookie=0x8000000, duration=348089.767s, table=0, n_packets=203, n_bytes=22596, priority=4,in_port=5,vlan_tci=0x0000/0x1fff actions=write_metadata:0x140000000000/0xffffff0000000001,goto_table:17
 cookie=0x8000000, duration=269062.286s, table=0, n_packets=2395, n_bytes=152792, priority=4,in_port=6,vlan_tci=0x0000/0x1fff actions=write_metadata:0x170000000001/0xffffff0000000001,goto_table:17
 cookie=0x8040000, duration=348265.329s, table=17, n_packets=256, n_bytes=29878, priority=10,metadata=0xb000100000000000/0xffffff0000000000 actions=load:0x10->NXM_NX_REG1[0..19],load:0x138c->NXM_NX_REG7[0..15],write_metadata:0xc00010138c000000/0xfffffffffffffffe,goto_table:43
 cookie=0x8040000, duration=348088.741s, table=17, n_packets=198, n_bytes=22122, priority=10,metadata=0xb000140000000000/0xffffff0000000000 actions=load:0x14->NXM_NX_REG1[0..19],load:0x138d->NXM_NX_REG7[0..15],write_metadata:0xc00014138d000000/0xfffffffffffffffe,goto_table:43
 cookie=0x6900000, duration=343293.353s, table=17, n_packets=258, n_bytes=30058, priority=10,metadata=0x100000000000/0xffffff0000000000 actions=write_metadata:0x9000100000000000/0xfffffffffffffffe,goto_table:210
 cookie=0x8000001, duration=343293.353s, table=17, n_packets=32, n_bytes=4480, priority=10,metadata=0x9000100000000000/0xffffff0000000000 actions=load:0x186b1->NXM_NX_REG3[0..24],write_metadata:0xb000100000030d62/0xfffffffffffffffe,goto_table:19
 cookie=0x8000001, duration=343289.170s, table=17, n_packets=26, n_bytes=4004, priority=10,metadata=0x9000140000000000/0xffffff0000000000 actions=load:0x186b1->NXM_NX_REG3[0..24],write_metadata:0xb000140000030d62/0xfffffffffffffffe,goto_table:19
 cookie=0x6900000, duration=343289.168s, table=17, n_packets=203, n_bytes=22596, priority=10,metadata=0x140000000000/0xffffff0000000000 actions=write_metadata:0x9000140000000000/0xfffffffffffffffe,goto_table:210
 cookie=0x8040000, duration=269061.672s, table=17, n_packets=2395, n_bytes=152792, priority=10,metadata=0xb000170000000000/0xffffff0000000000 actions=load:0x17->NXM_NX_REG1[0..19],load:0x138f->NXM_NX_REG7[0..15],write_metadata:0xc00017138f000000/0xfffffffffffffffe,goto_table:43
